X,Y,OBJECTID,PROJECT_NUMBER,SEGMENT_NUMBER,INSTALLATION_NUMBER,INSTALLATION_TYPE,INSTALLATION_TYPE_DESC,APPLICATION_DETERMINATION_NUM,ACTIVITY_APPROVAL_DATE,ACTIVITY_CANCEL_DATE,LEGACY_OGC_FILE_NUMBER,PROPONENT,AUTHORITY_TYPE,DATA_SOURCE
-119.826338838292813,50.526354922684078,17018033,000001003,5,1,REGU,Regulator,100000300,1957-09-15T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-119.826338838292813,50.526354922684078,17018034,000001003,5,2,RISE,Riser,100000300,1957-09-15T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-119.826338838292813,50.526354922684078,17018035,000001003,5,3,VALV,Valve,100000300,1957-09-15T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-119.511163918097068,49.773628232702002,17018036,000001003,10,1,RISE,Riser,100000300,1957-09-15T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-119.511163918097068,49.773628232702002,17018037,000001003,10,2,VALV,Valve,100000300,1957-09-15T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-119.508088963157576,49.11958341780759,17018038,000001003,35,1,VALV,Valve,100000300,1957-09-15T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-119.508088963157576,49.11958341780759,17018039,000001003,35,2,RISE,Riser,100000300,1957-09-15T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-123.023654807349047,49.094212754272583,17018040,000001034,4,1,RISE,Riser,100000608,1959-08-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-123.023654807349047,49.094212754272583,17018041,000001034,4,2,RISE,Riser,100000608,1959-08-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-120.816359489580151,50.759498524809537,17018042,000001035,1,1,REGU,Regulator,100000609,1959-08-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-120.816359489580151,50.759498524809537,17018043,000001035,1,2,RISE,Riser,100000609,1959-08-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-120.816359489580151,50.759498524809537,17018044,000001035,1,3,VALV,Valve,100000609,1959-08-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-120.816359489580151,50.759498524809537,17018045,000001035,1,4,LNHT,Line Heater,100000609,1959-08-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.989820637786664,49.168685901189249,17018046,000001043,8,1,RISE,Riser,100000611,1979-12-24T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.989820637786664,49.168685901189249,17018047,000001043,8,2,VALV,Valve,100000611,1979-12-24T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.989820637786664,49.168685901189249,17018048,000001043,8,3,REGU,Regulator,100000611,1979-12-24T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-123.022215954863029,49.270227420010734,17018049,000001045,3,1,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-123.022215954863029,49.270227420010734,17018050,000001045,3,2,REGU,Regulator,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-123.022160968679572,49.270227430545575,17018051,000001045,3,3,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-123.022160968679572,49.270227430545575,17018052,000001045,3,4,REGU,Regulator,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.955747082926948,49.260164444105065,17018053,000001045,3,5,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.955747082926948,49.260164444105065,17018054,000001045,3,6,REGU,Regulator,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.936603718675713,49.260956261536876,17018055,000001045,3,7,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.936603718675713,49.260956261536876,17018056,000001045,3,8,REGU,Regulator,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.846129559860117,49.263427128998195,17018057,000001045,3,9,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.87866409874502,49.263635327590052,17018058,000001045,3,10,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.878677865778386,49.263626346908978,17018059,000001045,3,11,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.878691588759068,49.263635356182952,17018060,000001045,3,12,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.878677821725759,49.263644336865667,17018061,000001045,3,13,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.936353778538688,49.260937971056286,17018062,000001045,3,14,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.936367533546644,49.260928983884789,17018063,000001045,3,15,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.936381265491633,49.260937986720322,17018064,000001045,3,16,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.93636751048362,49.260946973893439,17018065,000001045,3,17,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.955802105380357,49.260110493728554,17018066,000001045,3,18,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.955815857748547,49.260101504107062,17018067,000001045,3,19,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.955829593220116,49.260110504479869,17018068,000001045,3,20,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.986311629398386,49.265083490534785,17018069,000001045,3,21,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.986339118757982,49.265083494378921,17018070,000001045,3,22,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.986325375958202,49.265074497057,17018071,000001045,3,23,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-123.022490908386061,49.270281337769305,17018072,000001045,3,24,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-123.074064952091703,49.268460749878152,17018073,000001045,4,1,REGU,Regulator,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-123.074064952091703,49.268460749878152,17018074,000001045,4,2,REGU,Regulator,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-123.074064952091703,49.268460749878152,17018075,000001045,4,3,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-123.074064952091703,49.268460749878152,17018076,000001045,4,4,RISE,Riser,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.986548650298872,49.26642826260251,17018077,000001045,5,1,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.986548650298872,49.26642826260251,17018078,000001045,5,2,REGU,Regulator,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.986531196193866,49.266378825472266,17018079,000001045,5,3,VALV,Valve,100000458,2018-01-12T14:30:02.000Z,,,FortisBC Energy Inc.,OGAA,
-122.859363550047945,49.168408275427893,17018080,000001047,1,3,VALV,Valve,100000581,1959-03-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.839561206538235,49.172666949156984,17018081,000001047,3,1,RISE,Riser,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.839561206538235,49.172666949156984,17018082,000001047,3,2,VALV,Valve,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.835040820871257,49.185382035849798,17018083,000001047,9,1,VALV,Valve,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.832255617566673,49.198483506906612,17018084,000001047,12,1,VALV,Valve,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.832144041884689,49.198556562899597,17018085,000001047,12,2,RISE,Riser,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.83212854172541,49.198428549528231,17018086,000001047,12,3,LNHT,Line Heater,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.832144041884689,49.198556562899597,17018087,000001047,12,4,REGU,Regulator,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.832255616953518,49.19848351589841,17018088,000001047,12,5,RISE,Riser,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.824232351886806,49.214154439839554,17018089,000001047,16,1,RISE,Riser,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.824232351886806,49.214154439839554,17018090,000001047,16,2,VALV,Valve,100000581,2018-01-25T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.816500824835174,49.262635811250234,17018091,000001055,1,3,VALV,Valve,100000768,1960-03-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.816500824835174,49.262635811250234,17018092,000001055,1,4,RISE,Riser,100000768,1960-03-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.816500824835174,49.262635811250234,17018093,000001055,1,5,LNHT,Line Heater,100000768,1960-03-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.816500824835174,49.262635811250234,17018094,000001055,1,6,REGU,Regulator,100000768,1960-03-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.816099617948325,49.27813390369743,17018095,000001055,2,1,VALV,Valve,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.816082457218826,49.279051385507081,17018096,000001055,2,2,RISE,Riser,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.816082457218826,49.279051385507081,17018097,000001055,2,3,VALV,Valve,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.816082457218826,49.279051385507081,17018098,000001055,2,4,LNHT,Line Heater,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.816082457218826,49.279051385507081,17018099,000001055,2,5,REGU,Regulator,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.816310641600225,49.295351003476959,17018100,000001055,3,1,VALV,Valve,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.816310641600225,49.295351003476959,17018101,000001055,3,2,RISE,Riser,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.816283167634623,49.295341964941144,17018102,000001055,3,3,LNHT,Line Heater,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.816283167634623,49.295341964941144,17018103,000001055,3,4,REGU,Regulator,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.822577917531376,49.300380093123046,17018104,000001055,7,1,RISE,Riser,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.822577917531376,49.300380093123046,17018105,000001055,7,2,VALV,Valve,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.823017458756965,49.300551675525213,17018106,000001055,8,1,VALV,Valve,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.823017458756965,49.300551675525213,17018107,000001055,8,2,RISE,Riser,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.855563585677217,49.313972709824135,17018108,000001055,9,1,VALV,Valve,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.855563585677217,49.313972709824135,17018109,000001055,9,2,RISE,Riser,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.855563585677217,49.313972709824135,17018110,000001055,9,3,LNHT,Line Heater,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.855563585677217,49.313972709824135,17018111,000001055,9,4,REGU,Regulator,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.888144557051206,49.313738982487912,17018112,000001055,9,5,VALV,Valve,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.888144557051206,49.313738982487912,17018113,000001055,9,6,RISE,Riser,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.888144557051206,49.313738982487912,17018114,000001055,9,7,LNHT,Line Heater,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.888144557051206,49.313738982487912,17018115,000001055,9,8,REGU,Regulator,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.893348246455432,49.305999090546202,17018116,000001055,10,1,VALV,Valve,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.886468140745649,49.300838319352316,17018117,000001055,11,1,RISE,Riser,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.886468140745649,49.300838319352316,17018118,000001055,11,2,VALV,Valve,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.886468140745649,49.300838319352316,17018119,000001055,11,3,LNHT,Line Heater,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.886468140745649,49.300838319352316,17018120,000001055,11,4,REGU,Regulator,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.887061495710554,49.300011346580781,17018121,000001055,12,1,RISE,Riser,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.887061495710554,49.300011346580781,17018122,000001055,12,2,VALV,Valve,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.887061495710554,49.300011346580781,17018123,000001055,12,3,LNHT,Line Heater,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.887061495710554,49.300011346580781,17018124,000001055,12,4,REGU,Regulator,100000768,2018-05-07T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.352346646183562,49.038065082315839,17018125,000001064,1,1,RISE,Riser,100000738,1960-02-01T00:00:00.000Z,,9706983,FortisBC Energy Inc.,OGAA,
-122.352346646183562,49.038065082315839,17018126,000001064,1,2,REGU,Regulator,100000738,1960-02-01T00:00:00.000Z,,9706983,FortisBC Energy Inc.,OGAA,
-122.352346646183562,49.038065082315839,17018127,000001064,1,3,VALV,Valve,100000738,1960-02-01T00:00:00.000Z,,9706983,FortisBC Energy Inc.,OGAA,
-122.352346646183562,49.038065082315839,17018128,000001064,1,4,LNHT,Line Heater,100000738,1960-02-01T00:00:00.000Z,,9706983,FortisBC Energy Inc.,OGAA,
-122.686974676771428,54.56196054799571,17018129,000001104,16,1,RISE,Riser,100000984,1961-06-16T00:00:00.000Z,,,Plateau Pipe Line Ltd.,OGAA,
-122.686974676771428,54.56196054799571,17018130,000001104,16,2,VALV,Valve,100000984,1961-06-16T00:00:00.000Z,,,Plateau Pipe Line Ltd.,OGAA,
-115.46905815429642,49.280443624398025,17018131,000001133,1,3,RISE,Riser,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.46905815429642,49.280443624398025,17018132,000001133,1,4,VALV,Valve,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.469045523815169,49.280407474503527,17018133,000001133,1,5,RISE,Riser,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.469045523815169,49.280407474503527,17018134,000001133,1,6,VALV,Valve,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.469044409850966,49.280443441919658,17018135,000001133,1,7,VALV,Valve,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.618771406036615,49.399325743779052,17018136,000001133,1,8,RISE,Riser,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.618771406036615,49.399325743779052,17018137,000001133,1,9,VALV,Valve,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.623729223320836,49.409333762028176,17018138,000001133,1,10,VALV,Valve,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.694405209868606,49.454167499318629,17018139,000001133,1,11,RISE,Riser,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.694363827503565,49.454167031557176,17018140,000001133,1,12,VALV,Valve,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.694405209868606,49.454167499318629,17018141,000001133,1,13,VALV,Valve,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.742896887597396,49.496064766587814,17018142,000001133,4,1,VALV,Valve,100001384,1962-04-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.805189747484633,49.571078381890381,17018143,000001133,17,1,RISE,Riser,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.805189747484633,49.571078381890381,17018144,000001133,17,2,VALV,Valve,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.865782826233456,49.599185786275946,17018145,000001133,19,1,RISE,Riser,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.865782826233456,49.599185786275946,17018146,000001133,19,2,VALV,Valve,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.865815433015257,49.60016655681617,17018147,000001133,19,3,VALV,Valve,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.865815433015257,49.60016655681617,17018148,000001133,19,4,RISE,Riser,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.862521843125876,49.606106885157068,17018149,000001133,20,1,VALV,Valve,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.945789288619409,49.643981122725904,17018150,000001133,24,1,RISE,Riser,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.945789288619409,49.643981122725904,17018151,000001133,24,2,VALV,Valve,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.969032968947559,49.662324016734303,17018152,000001133,38,1,VALV,Valve,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.945776021632511,49.643954017236382,17018153,000001133,43,1,VALV,Valve,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.945803525867831,49.64396326264233,17018154,000001133,43,2,VALV,Valve,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.945776021632511,49.643954017236382,17018155,000001133,43,3,RISE,Riser,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.945803525867831,49.64396326264233,17018156,000001133,43,4,RISE,Riser,100001384,2017-10-13T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.76811435157785,53.924891536377942,17018157,000001144,1,1,RISE,Riser,100001491,1962-08-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.76811435157785,53.924891536377942,17018158,000001144,1,2,REGU,Regulator,100001491,1962-08-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.76811435157785,53.924891536377942,17018159,000001144,1,3,VALV,Valve,100001491,1962-08-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.825768556942734,49.224384139843423,17018160,000001263,1,1,VALV,Valve,100001996,1964-08-18T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.825768556942734,49.224384139843423,17018161,000001263,1,2,RISE,Riser,100001996,1964-08-18T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.816497718515905,49.262617428533105,17018162,000001263,11,1,RISE,Riser,100001996,2018-01-30T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.816497718515905,49.262617428533105,17018163,000001263,11,2,VALV,Valve,100001996,2018-01-30T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.936765991102462,49.261019154783419,17018164,000001307,5,1,VALV,Valve,100002209,2017-12-12T15:29:17.000Z,,,FortisBC Energy Inc.,OGAA,
-122.936697318069108,49.260983136251696,17018165,000001307,6,1,VALV,Valve,100002209,2017-12-12T15:29:17.000Z,,,FortisBC Energy Inc.,OGAA,
-122.775853886401336,49.302163077533045,17018166,000001370,1,3,VALV,Valve,100002572,1966-06-09T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-122.796020352059728,58.630942848060087,17018167,000001413,4,1,RISE,Riser,100002761,2016-11-24T07:59:04.000Z,,,Canlin Energy Corporation,OGAA,
-122.796082219074776,58.630923812446447,17018168,000001413,4,2,VALV,Valve,100002761,2016-11-24T07:59:04.000Z,,,Canlin Energy Corporation,OGAA,
-122.775681906708215,58.63313909314126,17018169,000001413,4,3,RISE,Riser,100002761,2016-11-24T07:59:04.000Z,,,Canlin Energy Corporation,OGAA,
-123.050488146558834,49.223724427041404,17018170,000001439,1,1,REGU,Regulator,100002873,1967-07-20T00:00:00.000Z,,9709917,FortisBC Energy Inc.,OGAA,
-123.050488146558834,49.223724427041404,17018171,000001439,1,2,VALV,Valve,100002873,1967-07-20T00:00:00.000Z,,9709917,FortisBC Energy Inc.,OGAA,
-115.469058711952442,49.280425640756818,17018172,000001474,1,2,VALV,Valve,100003100,1968-04-09T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.469044409850966,49.280443441919658,17018173,000001474,1,3,VALV,Valve,100003100,1968-04-09T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.469044409850966,49.280443441919658,17018174,000001474,1,4,RISE,Riser,100003100,1968-04-09T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.62378409705957,49.409343410760229,17018175,000001474,1,5,RISE,Riser,100003100,1968-04-09T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.62378409705957,49.409343410760229,17018176,000001474,1,6,VALV,Valve,100003100,1968-04-09T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.694390937530756,49.454185328029467,17018177,000001474,1,7,RISE,Riser,100003100,1968-04-09T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.694390937530756,49.454185328029467,17018178,000001474,1,8,VALV,Valve,100003100,1968-04-09T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.862495214647993,49.606061648402431,17018179,000001474,4,1,VALV,Valve,100003100,2016-08-11T08:09:29.000Z,,,FortisBC Energy Inc.,OGAA,
-115.837299761409909,49.691163897917669,17018180,000001474,5,1,RISE,Riser,100003100,2017-10-11T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-115.837299761409909,49.691163897917669,17018181,000001474,5,2,VALV,Valve,100003100,2017-10-11T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-121.574450075189191,51.096302431465197,17018182,000001525,3,1,RISE,Riser,100003351,1969-04-16T00:00:00.000Z,,9705962,FortisBC Energy Inc.,OGAA,
-121.574450075189191,51.096302431465197,17018183,000001525,3,2,REGU,Regulator,100003351,1969-04-16T00:00:00.000Z,,9705962,FortisBC Energy Inc.,OGAA,
-121.574450075189191,51.096302431465197,17018184,000001525,3,3,VALV,Valve,100003351,1969-04-16T00:00:00.000Z,,9705962,FortisBC Energy Inc.,OGAA,
-114.871822108985015,49.743964493203116,17018185,000001600,1,1,RISE,Riser,100003618,1970-05-11T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-114.871930711399571,49.744020462370919,17018186,000001600,1,2,VALV,Valve,100003618,1970-05-11T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-114.872011781383193,49.74406530173286,17018187,000001600,1,3,RISE,Riser,100003618,1970-05-11T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-114.87172619728544,49.743935744525977,17018188,000001600,1,4,VALV,Valve,100003618,1970-05-11T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-114.87172619728544,49.743935744525977,17018189,000001600,1,5,RISE,Riser,100003618,1970-05-11T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-120.294940460524103,50.813442465753084,17018190,000001681,4,3,REGU,Regulator,100003916,1971-03-31T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-120.294940460524103,50.813442465753084,17018191,000001681,4,4,RISE,Riser,100003916,1971-03-31T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-120.294940460524103,50.813442465753084,17018192,000001681,4,5,VALV,Valve,100003916,1971-03-31T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-114.778704420475762,49.643553826189546,17018193,000001682,1,1,VALV,Valve,100003919,1971-04-11T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-114.778704420475762,49.643553826189546,17018194,000001682,1,2,RISE,Riser,100003919,1971-04-11T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-114.778704420475762,49.643553826189546,17018195,000001682,1,3,REGU,Regulator,100003919,1971-04-11T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,
-119.586248584158952,49.232313492311029,17018196,000001684,2,6,RISE,Riser,100003930,1971-05-27T00:00:00.000Z,,9707881,FortisBC Energy Inc.,OGAA,
-119.586275558725873,49.232303891137661,17018197,000001684,2,7,VALV,Valve,100003930,1971-05-27T00:00:00.000Z,,9707881,FortisBC Energy Inc.,OGAA,
-119.586315785173809,49.232284996842708,17018198,000001684,2,8,RISE,Riser,100003930,1971-05-27T00:00:00.000Z,,9707881,FortisBC Energy Inc.,OGAA,
-122.283273615688174,52.530811826730336,17018199,000001706,2,1,RISE,Riser,100003935,2017-05-26T09:14:18.000Z,,,FortisBC Energy Inc.,OGAA,
-122.283273615688174,52.530811826730336,17018200,000001706,2,2,VALV,Valve,100003935,2017-05-26T09:14:18.000Z,,,FortisBC Energy Inc.,OGAA,
-122.283273615688174,52.530811826730336,17018201,000001706,2,3,REGU,Regulator,100003935,2017-05-26T09:14:18.000Z,,,FortisBC Energy Inc.,OGAA,
-122.283273615688174,52.530811826730336,17018202,000001706,2,4,LNHT,Line Heater,100003935,2017-05-26T09:14:18.000Z,,,FortisBC Energy Inc.,OGAA,
-114.89008524713789,49.767425959456119,17018203,000001741,1,1,RISE,Riser,100003897,1971-03-08T00:00:00.000Z,,9709927,FortisBC Energy Inc.,OGAA,
-114.890086027095791,49.767407982867709,17018204,000001741,1,2,VALV,Valve,100003897,1971-03-08T00:00:00.000Z,,9709927,FortisBC Energy Inc.,OGAA,
-114.890088368336549,49.767354053240197,17018205,000001741,1,3,RISE,Riser,100003897,1971-03-08T00:00:00.000Z,,9709927,FortisBC Energy Inc.,OGAA,
