OBJECTID,PROJECT_NUMBER,SEGMENT_NUMBER,LINE_TYPE,LINE_TYPE_DESC,PHYSICAL_PIPE_LENGTH,STATUS,APPLICATION_DETERMINATION_NUM,ACTIVITY_APPROVAL_DATE,ACTIVITY_CANCEL_DATE,LEGACY_OGC_FILE_NUMBER,PROPONENT,AUTHORITY_TYPE,DATA_SOURCE,SHAPELEN
292952,000024671,1,GA,Gathering,1405.07,New,100103933,2018-01-23T10:16:36.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,1406.91869725738
292953,000024671,2,GA,Gathering,1405.07,New,100103933,2018-01-23T10:16:36.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,1406.91869725738
292954,000024672,1,GA,Gathering,1271,Active,100103346,2018-01-18T09:02:55.000Z,,,Storm Resources Ltd.,OGAA,GPSD,1268.81812515935
292955,000024672,2,GA,Gathering,1271,Active,100103346,2018-01-18T09:02:55.000Z,,,Storm Resources Ltd.,OGAA,GPSD,1354.31957323949
292956,000024672,3,GA,Gathering,3307,Active,100103346,2018-01-18T09:02:55.000Z,,,Storm Resources Ltd.,OGAA,GPSD,3306.5256968323
292964,000024683,5,FL,Flow,414,Active,100104029,2017-12-13T08:33:42.000Z,,,Encana Corporation,OGAA,SNK,413.284040695934
292965,000024688,1,GA,Gathering,837,New,100104049,2018-05-02T11:47:30.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,837.263566163048
292966,000024689,1,FL,Flow,611.89,Active,100103561,2017-11-30T12:40:42.000Z,,,Saguaro Resources Ltd.,OGAA,GPSD,612.565970052834
292967,000024689,2,FG,Fuel Gas,625.86,Active,100103561,2017-11-30T12:40:42.000Z,,,Saguaro Resources Ltd.,OGAA,GPSD,626.517774052676
292968,000024690,1,GA,Gathering,5193,Active,100104068,2017-11-01T10:45:27.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,5201.49907389248
292969,000024690,2,GA,Gathering,5193,Active,100104068,2017-11-01T10:45:27.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,5201.45444873202
292970,000024690,3,GA,Gathering,5193,Active,100104068,2017-11-01T10:45:27.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,5201.54370715523
292971,000024691,1,FL,Flow,4354.01,Active,100103749,2017-10-20T16:27:24.000Z,,,Murphy Oil Company Ltd.,OGAA,CGWC,4350.36525253623
292972,000024692,1,GA,Gathering,753,New,100104070,2018-01-29T13:01:55.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,751.274368667767
292973,000024694,1,FG,Fuel Gas,169.69,New,100103484,2017-11-17T14:17:01.000Z,,,Rockyview Resources Inc.,OGAA,GPSD,169.376459863937
292974,000024703,1,DI,Distribution,270,Active,100104118,2018-01-29T10:31:38.000Z,,,Crew Energy Inc.,OGAA,GPSD,269.866233783198
292975,000024706,1,GA,Gathering,119,New,100104141,2018-03-07T13:55:01.000Z,,,Black Swan Energy Ltd.,OGAA,GPSD,118.769250044631
292976,000024706,2,FG,Fuel Gas,119,New,100104141,2018-03-07T13:55:01.000Z,,,Black Swan Energy Ltd.,OGAA,GPSD,118.722057554293
292977,000024709,1,FL,Flow,2661.58,New,100102503,2018-05-22T16:07:48.000Z,,,Saguaro Resources Ltd.,OGAA,GPSD,2664.28780883965
292978,000024709,2,FL,Flow,2661.58,New,100102503,2018-05-22T16:07:48.000Z,,,Saguaro Resources Ltd.,OGAA,GPSD,2664.28780883965
292979,000024711,1,GA,Gathering,3489,New,100104180,2018-05-15T11:00:59.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,3488.74354678911
292980,000024714,1,GA,Gathering,1005,Active,100104196,2017-12-11T08:38:40.000Z,,,ARC Resources Ltd.,OGAA,SNK,1001.80139774477
292981,000024714,2,GA,Gathering,1005,Active,100104196,2017-12-11T08:38:40.000Z,,,ARC Resources Ltd.,OGAA,SNK,1003.24118852222
292982,000024714,3,GA,Gathering,1005,Active,100104196,2017-12-11T08:38:40.000Z,,,ARC Resources Ltd.,OGAA,SNK,1004.68086874986
292983,000024715,1,GA,Gathering,2551,New,100103286,2018-01-30T14:54:18.000Z,,,Storm Resources Ltd.,OGAA,GPSD,2555.19157960062
292984,000024716,1,TR,Transmission,23752.32,New,100103573,2017-12-13T14:35:02.000Z,,,Crew Energy Inc.,OGAA,CGWC,23756.5277753152
292985,000024716,2,TR,Transmission,110.01,Active,100103573,2017-12-13T14:35:02.000Z,,,Crew Energy Inc.,OGAA,CGWC,109.769668204336
292986,000024718,4,FG,Fuel Gas,484.52,Active,100103409,2017-12-01T10:24:13.000Z,,,Trans Mountain Pipeline ULC,OGAA,ORTHO,484.51586849722
292987,000024720,1,GA,Gathering,403,New,100104085,2017-12-14T09:48:57.000Z,,,Venturion Oil Limited,OGAA,GPSD,402.502449461579
292988,000024720,2,FG,Fuel Gas,406,New,100104085,2017-12-14T09:48:57.000Z,,,Venturion Oil Limited,OGAA,GPSD,406.892335208229
292989,000024721,1,GA,Gathering,75.95,New,100104249,2018-01-23T13:03:58.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,75.9772803682144
292990,000024722,1,FG,Fuel Gas,487.22,Active,100103891,2018-02-05T09:27:48.000Z,,,Encana Corporation,OGAA,CGWC,486.894915551356
292991,000024723,1,FL,Flow,9485,Active,100104236,2017-11-23T12:10:15.000Z,,,Encana Corporation,OGAA,GPSD,9486.50555273251
292992,000024724,1,GA,Gathering,1054,Active,100104278,2018-01-30T12:49:23.000Z,,,Encana Corporation,OGAA,SNK,1054.71987711389
292993,000024724,2,GA,Gathering,1064,Active,100104278,2018-01-30T12:49:23.000Z,,,Encana Corporation,OGAA,SNK,1064.36552058597
292994,000024724,3,GA,Gathering,611,Active,100104278,2018-01-30T12:49:23.000Z,,,Encana Corporation,OGAA,SNK,610.834487501465
292995,000024724,4,GA,Gathering,351,Active,100104278,2018-01-30T12:49:23.000Z,,,Encana Corporation,OGAA,SNK,350.627571726694
292996,000024724,5,GA,Gathering,341,Active,100104278,2018-01-30T12:49:23.000Z,,,Encana Corporation,OGAA,SNK,339.963473336367
292997,000024724,6,FG,Fuel Gas,330,Active,100104278,2018-01-30T12:49:23.000Z,,,Encana Corporation,OGAA,SNK,329.616530724958
292998,000024729,1,GA,Gathering,948.28,Active,100104027,2017-11-29T09:12:32.000Z,,,Leucrotta Exploration Inc.,OGAA,CGWC,948.374093533704
292999,000024730,1,GA,Gathering,252.27,Active,100104040,2017-11-27T08:33:52.000Z,,,Leucrotta Exploration Inc.,OGAA,CGWC,251.676912828069
293000,000024736,1,GA,Gathering,1361,Active,100104338,2018-01-31T13:40:09.000Z,,,Encana Corporation,OGAA,SNK,1361.08200574674
293001,000024736,2,GA,Gathering,1355,Active,100104338,2018-01-31T13:40:09.000Z,,,Encana Corporation,OGAA,SNK,1354.96066603105
293002,000024736,3,GA,Gathering,882,Active,100104338,2018-01-31T13:40:09.000Z,,,Encana Corporation,OGAA,SNK,880.278678611095
293003,000024736,4,GA,Gathering,1274,Active,100104338,2018-01-31T13:40:09.000Z,,,Encana Corporation,OGAA,SNK,1271.77646304384
293004,000024736,5,GA,Gathering,832,Active,100104338,2018-01-31T13:40:09.000Z,,,Encana Corporation,OGAA,SNK,831.001093267083
293005,000024736,6,GA,Gathering,822,Active,100104338,2018-01-31T13:40:09.000Z,,,Encana Corporation,OGAA,SNK,820.527050489526
293006,000024736,7,IM,Intermediate,1997,Active,100104338,2018-01-31T13:40:09.000Z,,,Encana Corporation,OGAA,SNK,1996.67549335618
293007,000024736,8,IM,Intermediate,1493,Active,100104338,2018-01-31T13:40:09.000Z,,,Encana Corporation,OGAA,SNK,1490.75522218722
293008,000024736,9,FL,Flow,1503,Active,100104338,2018-01-31T13:40:09.000Z,,,Encana Corporation,OGAA,SNK,1500.82894348395
293009,000024736,10,IM,Intermediate,1966,Active,100104338,2018-03-02T10:19:32.000Z,,,Encana Corporation,OGAA,SNK,1965.80747174095
293010,000024737,1,GA,Gathering,2504,New,100104044,2018-05-02T13:03:57.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,2502.63311726108
293011,000024738,1,GA,Gathering,196,Active,100103019,2017-12-12T13:52:48.000Z,,,Whitecap Resources Inc.,OGAA,GPSD,195.050394138983
293012,000024738,2,GA,Gathering,760,Active,100103019,2017-12-12T13:52:48.000Z,,,Whitecap Resources Inc.,OGAA,GPSD,757.637738778863
293013,000024740,1,GA,Gathering,1571.93,New,100104143,2018-01-24T14:31:40.000Z,,,Murphy Oil Company Ltd.,OGAA,CGWC,1571.98978340366
293014,000024740,2,FG,Fuel Gas,1566.78,New,100104143,2018-01-24T14:31:40.000Z,,,Murphy Oil Company Ltd.,OGAA,CGWC,1566.82926723256
293015,000024745,1,GA,Gathering,1435,New,100103511,2018-02-28T13:01:36.000Z,,,Shell Canada Limited,OGAA,GPSD,1435.35159593452
293016,000024745,2,GA,Gathering,1435,New,100103511,2018-02-28T13:01:36.000Z,,,Shell Canada Limited,OGAA,GPSD,1435.26300030464
293017,000024745,3,GA,Gathering,1453,New,100103511,2018-02-28T13:01:36.000Z,,,Shell Canada Limited,OGAA,GPSD,1453.44558331018
293018,000024745,4,GA,Gathering,2600,New,100103511,2018-02-28T13:01:36.000Z,,,Shell Canada Limited,OGAA,GPSD,2597.67592304655
293019,000024745,5,GA,Gathering,2601,New,100103511,2018-02-28T13:01:36.000Z,,,Shell Canada Limited,OGAA,GPSD,2597.87026210415
293020,000024754,1,FL,Flow,513.49,New,100104428,2018-05-29T13:29:48.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,513.558251769401
293021,000024772,1,GA,Gathering,836,Active,100102929,2018-02-06T11:55:01.000Z,,,Whitecap Resources Inc.,OGAA,GPSD,834.136697249261
293022,000024772,2,GA,Gathering,836,Active,100102929,2018-02-06T11:55:01.000Z,,,Whitecap Resources Inc.,OGAA,GPSD,834.194102758886
293023,000024778,1,FL,Flow,15561.51,Active,100104410,2018-01-16T08:20:56.000Z,,,Plateau Pipe Line Ltd.,OGAA,GPSD,15542.6884265172
293024,000024780,1,GA,Gathering,1130,Active,100104557,2018-01-15T09:59:44.000Z,,,Encana Corporation,OGAA,SNK,1132.68596741399
293025,000024780,2,GA,Gathering,708,Active,100104557,2018-01-15T09:59:44.000Z,,,Encana Corporation,OGAA,SNK,706.499987346699
293026,000024780,3,FG,Fuel Gas,1115,Active,100104557,2018-01-15T09:59:44.000Z,,,Encana Corporation,OGAA,SNK,1118.39116855959
293027,000024780,4,FL,Flow,1110,Active,100104557,2018-01-15T09:59:44.000Z,,,Encana Corporation,OGAA,SNK,1115.10710499546
293028,000024789,1,GA,Gathering,970,New,100104587,2018-01-15T14:59:42.000Z,,,ARC Resources Ltd.,OGAA,SNK,970.507177212519
293029,000024789,2,GA,Gathering,970,New,100104587,2018-01-15T14:59:42.000Z,,,ARC Resources Ltd.,OGAA,SNK,971.558117621038
293030,000024795,1,FL,Flow,955,Active,100104611,2018-02-09T12:49:54.000Z,,,Encana Corporation,OGAA,SNK,952.140257760416
293031,000024800,1,GA,Gathering,510,Active,100084677,1966-01-01T00:00:00.000Z,,,TAQA North Ltd.,OGAA,GPSD,465.115129418964
293032,000024801,1,TR,Transmission,18713.77,New,100103587,2018-01-12T15:12:53.000Z,,,Crew Energy Inc.,OGAA,CGWC,18697.6077852844
293033,000024801,2,TR,Transmission,18698.91,New,100103587,2018-01-12T15:12:53.000Z,,,Crew Energy Inc.,OGAA,CGWC,18682.7623013818
293034,000024801,3,TR,Transmission,18699.25,New,100103587,2018-01-12T15:12:53.000Z,,,Crew Energy Inc.,OGAA,CGWC,18683.1150549027
293035,000024812,1,FG,Fuel Gas,3355.65,Active,100104383,2018-03-02T14:54:41.000Z,,,Primavera Resources Corp.,OGAA,CGWC,3358.20635509544
293036,000024812,2,GA,Gathering,3355.65,Active,100104383,2018-03-02T14:54:41.000Z,,,Primavera Resources Corp.,OGAA,CGWC,3358.20635509544
293037,000024812,3,GA,Gathering,3355.65,Active,100104383,2018-03-02T14:54:41.000Z,,,Primavera Resources Corp.,OGAA,CGWC,3358.20635509544
293038,000024812,4,GA,Gathering,3355.65,Active,100104383,2018-03-02T14:54:41.000Z,,,Primavera Resources Corp.,OGAA,CGWC,3358.20635509544
293039,000024813,1,FL,Flow,1877.53,New,100104602,2018-03-02T14:38:53.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,1880.28597697862
293040,000024820,1,GA,Gathering,1660,Active,100103472,2018-02-14T15:12:59.000Z,,,ARC Resources Ltd.,OGAA,SNK,1615.03154419081
293041,000024820,2,GA,Gathering,1660,Active,100103472,2018-02-14T15:12:59.000Z,,,ARC Resources Ltd.,OGAA,SNK,1637.71992260857
293042,000024820,3,GA,Gathering,1660,Active,100103472,2018-02-14T15:12:59.000Z,,,ARC Resources Ltd.,OGAA,SNK,1660.40838987671
293043,000024829,1,GA,Gathering,1035.02,New,100104305,2018-03-01T15:35:20.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,1036.40707742763
293044,000024829,2,GA,Gathering,835.92,New,100104305,2018-03-01T15:35:20.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,835.608175339895
293045,000024834,1,GA,Gathering,117.4,New,100104443,2018-03-09T11:49:57.000Z,,,Kelt Exploration (LNG) Ltd.,OGAA,GPSD,117.410901863469
293046,000024837,1,TR,Transmission,5757.96,Active,100104944,2016-03-29T11:07:01.000Z,,9708867,Plateau Pipe Line Ltd.,OGAA,GPSD,5757.95775094753
293047,000024837,3,TR,Transmission,9714.37,Active,100104944,2016-12-02T14:25:57.000Z,,,Plateau Pipe Line Ltd.,OGAA,GPSD,9698.10380805822
293048,000024847,2,GA,Gathering,30090.15,Active,100105011,2016-03-07T09:41:54.000Z,,9709536,Montney Midstream GP Inc.,OGAA,GPSD,30143.8414433559
293049,000024847,4,FG,Fuel Gas,668.54,Active,100105011,2018-01-24T15:02:18.000Z,,,Montney Midstream GP Inc.,OGAA,GPSD,669.219322934247
293050,000024852,1,GA,Gathering,872,Active,100105053,2018-04-04T15:46:25.000Z,,,Encana Corporation,OGAA,SNK,872.863407422354
293051,000024852,2,GA,Gathering,859,Active,100105053,2018-04-04T15:46:25.000Z,,,Encana Corporation,OGAA,SNK,859.946678911082
293052,000024852,3,FG,Fuel Gas,857,Active,100105053,2018-04-04T15:46:25.000Z,,,Encana Corporation,OGAA,SNK,857.739945449618
293053,000024852,4,FL,Flow,842,Active,100105053,2018-04-04T15:46:25.000Z,,,Encana Corporation,OGAA,SNK,842.372707943388
293054,000024852,5,FL,Flow,847,Active,100105053,2018-04-04T15:46:25.000Z,,,Encana Corporation,OGAA,SNK,847.591719298098
293055,000024853,1,GA,Gathering,5130.2,New,100105058,2018-04-19T16:05:19.000Z,,,ARC Resources Ltd.,OGAA,CGWC,5124.15281208817
293056,000024853,2,GA,Gathering,5130.2,New,100105058,2018-04-19T16:05:19.000Z,,,ARC Resources Ltd.,OGAA,CGWC,5122.14758572764
293057,000024862,1,GA,Gathering,125.13,New,100105092,2018-05-03T15:36:53.000Z,,,Saguaro Resources Ltd.,OGAA,GPSD,125.045395241078
293058,000024865,1,TR,Transmission,6,Active,100084679,1990-01-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,73.7789315806101
293059,000024867,1,GA,Gathering,140,New,100105111,2018-05-29T13:04:30.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,140.205751438589
293060,000024867,2,GA,Gathering,140,New,100105111,2018-05-29T13:04:30.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,140.201918305893
293061,000024867,3,GA,Gathering,140,New,100105111,2018-05-29T13:04:30.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,140.198085987145
293062,000024867,4,GA,Gathering,140,New,100105111,2018-05-29T13:04:30.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,140.19425200643
293063,000024869,1,GA,Gathering,5120,Active,100104891,2018-03-12T14:21:49.000Z,,,Venturion Oil Limited,OGAA,GPSD,5118.44217999539
293064,000024869,2,GA,Gathering,727,Active,100104891,2018-03-12T14:21:49.000Z,,,Venturion Oil Limited,OGAA,GPSD,727.158678051384
293065,000024877,1,GA,Gathering,4400,New,100101514,2018-05-30T15:40:43.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,4391.33818003152
293066,000024877,2,GA,Gathering,3977,New,100101514,2018-05-30T15:40:43.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,3968.89984179929
293067,000024877,3,FG,Fuel Gas,4400,New,100101514,2018-05-30T15:40:43.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,4391.31281230787
293068,000024877,4,GA,Gathering,271,New,100101514,2018-05-30T15:40:43.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,270.264651501752
293069,000024877,5,FG,Fuel Gas,271,New,100101514,2018-05-30T15:40:43.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,270.241828843416
293070,000024880,1,GA,Gathering,1009,New,100105189,2018-04-20T16:09:57.000Z,,,Encana Corporation,OGAA,SNK,1008.54384894255
293071,000024880,2,GA,Gathering,1019,New,100105189,2018-04-20T16:09:57.000Z,,,Encana Corporation,OGAA,SNK,1018.79724972871
293072,000024880,3,FG,Fuel Gas,1026,New,100105189,2018-04-20T16:09:57.000Z,,,Encana Corporation,OGAA,SNK,1025.88371999423
293073,000024880,4,FL,Flow,1094,New,100105189,2018-04-20T16:09:57.000Z,,,Encana Corporation,OGAA,SNK,1093.71494719064
293074,000024880,5,FL,Flow,1096,New,100105189,2018-04-20T16:09:57.000Z,,,Encana Corporation,OGAA,SNK,1095.09489660419
293075,000024880,6,GA,Gathering,1000,New,100105189,2018-04-20T16:09:57.000Z,,,Encana Corporation,OGAA,SNK,999.676873453867
293076,000024890,1,GA,Gathering,3484.04,New,100105226,2018-04-26T11:43:28.000Z,,,ARC Resources Ltd.,OGAA,CGWC,3487.89100142249
293077,000024890,2,GA,Gathering,3484.04,New,100105226,2018-04-26T11:43:28.000Z,,,ARC Resources Ltd.,OGAA,CGWC,3487.89100142249
293078,000024890,3,GA,Gathering,3484.04,New,100105226,2018-04-26T11:43:28.000Z,,,ARC Resources Ltd.,OGAA,CGWC,3487.89100142249
293079,000024890,4,FG,Fuel Gas,3484.04,New,100105226,2018-04-26T11:43:28.000Z,,,ARC Resources Ltd.,OGAA,CGWC,3487.89100142249
293080,000024890,5,GA,Gathering,1955.24,New,100105226,2018-04-26T11:43:28.000Z,,,ARC Resources Ltd.,OGAA,CGWC,1958.25977839973
293081,000024890,6,GA,Gathering,1955.24,New,100105226,2018-04-26T11:43:28.000Z,,,ARC Resources Ltd.,OGAA,CGWC,1958.25977839973
293082,000024890,7,GA,Gathering,1955.24,New,100105226,2018-04-26T11:43:28.000Z,,,ARC Resources Ltd.,OGAA,CGWC,1958.25977839973
293083,000024890,8,FG,Fuel Gas,1955.24,New,100105226,2018-04-26T11:43:28.000Z,,,ARC Resources Ltd.,OGAA,CGWC,1958.25977839973
293084,000024891,1,GA,Gathering,561,New,100105218,2018-05-04T10:44:48.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,561.678284803916
293085,000024891,2,GA,Gathering,561,New,100105218,2018-05-04T10:44:48.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,561.735575285063
293086,000024893,1,GA,Gathering,902,New,100105060,2018-04-20T14:12:03.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,902.783642776877
293087,000024893,2,GA,Gathering,902,New,100105060,2018-04-20T14:12:03.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,902.775762614809
293088,000024893,3,GA,Gathering,1092,New,100105060,2018-04-20T14:12:03.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,1089.74400796834
293089,000024893,4,GA,Gathering,1092,New,100105060,2018-04-20T14:12:03.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,1089.86147038661
293090,000024894,1,GA,Gathering,4949,New,100105253,2018-05-23T14:28:33.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,4952.34505819559
293091,000024896,1,GA,Gathering,821.81,New,100105090,2018-04-24T15:39:14.000Z,,,Leucrotta Exploration Inc.,OGAA,CGWC,823.736489803396
293092,000024898,8,TR,Transmission,14705.59,Active,100105304,2016-11-17T12:56:53.000Z,,,Plateau Pipe Line Ltd.,OGAA,SNK,15059.5884610485
293093,000024899,1,GA,Gathering,742,New,100104747,2018-04-11T14:37:21.000Z,,,ARC Resources Ltd.,OGAA,SNK,742.369797289048
293094,000024899,2,FG,Fuel Gas,742,New,100104747,2018-04-11T14:37:21.000Z,,,ARC Resources Ltd.,OGAA,SNK,741.695952897505
293095,000024902,1,GA,Gathering,152.26,New,100105241,2018-04-30T15:03:40.000Z,,,Crew Energy Inc.,OGAA,CGWC,152.1794840638
293096,000024902,2,DI,Distribution,150.86,New,100105241,2018-04-30T15:03:40.000Z,,,Crew Energy Inc.,OGAA,CGWC,150.780858811516
293097,000024902,3,GA,Gathering,150.6,New,100105241,2018-04-30T15:03:40.000Z,,,Crew Energy Inc.,OGAA,CGWC,150.528098964875
293098,000024902,4,DI,Distribution,148.47,New,100105241,2018-04-30T15:03:40.000Z,,,Crew Energy Inc.,OGAA,CGWC,148.384090364701
293099,000024912,1,GA,Gathering,718.78,New,100105289,2018-05-30T12:55:20.000Z,,,Primavera Resources Corp.,OGAA,CGWC,718.662581224236
292702,000024334,1,GA,Gathering,3034,Active,100101880,2017-03-28T11:34:31.000Z,,,Encana Corporation,OGAA,SNK,3030.86029224523
292703,000024334,2,FL,Flow,3034,Active,100101880,2017-03-28T11:34:31.000Z,,,Encana Corporation,OGAA,SNK,3031.01821018211
292704,000024337,1,GA,Gathering,1350,New,100101479,2017-03-22T13:38:33.000Z,,,Chinook Energy (2010) Inc.,OGAA,GPSD,1482.710721364
292705,000024337,2,FG,Fuel Gas,1350,New,100101479,2017-03-22T13:38:33.000Z,,,Chinook Energy (2010) Inc.,OGAA,GPSD,1482.710721364
292706,000024342,1,FL,Flow,32000,New,100101646,2017-06-23T14:52:15.000Z,,,Rockyview Resources Inc.,OGAA,GPSD,31845.4782464456
292707,000024344,1,GA,Gathering,3002,Active,100101341,2017-02-07T12:51:44.000Z,,,Canlin Energy Corporation,OGAA,GPSD,3002.5657032482
292708,000024344,2,FG,Fuel Gas,3002,Active,100101341,2017-02-07T12:51:44.000Z,,,Canlin Energy Corporation,OGAA,GPSD,3002.5657032482
292709,000024344,3,GA,Gathering,3002,Active,100101341,2017-02-07T12:51:44.000Z,,,Canlin Energy Corporation,OGAA,GPSD,3002.5657032482
292710,000024351,1,GA,Gathering,190.14,Active,100101826,2017-02-24T13:20:35.000Z,,,Leucrotta Exploration Inc.,OGAA,CGWC,189.824738174172
292711,000024351,2,GA,Gathering,190.14,Active,100101826,2017-02-24T13:20:35.000Z,,,Leucrotta Exploration Inc.,OGAA,CGWC,189.824738174172
292712,000024355,1,FL,Flow,138,Active,100101748,2017-05-12T11:50:08.000Z,,,Black Swan Energy Ltd.,OGAA,GPSD,137.032004987805
292713,000024355,2,INST,Instrumentation,138,Active,100101748,2017-05-12T11:50:08.000Z,,,Black Swan Energy Ltd.,OGAA,GPSD,137.031894116746
292714,000024361,1,GA,Gathering,2222,Active,100101522,2017-04-05T10:26:23.000Z,,,Black Swan Energy Ltd.,OGAA,GPSD,2222.77099373789
292715,000024362,1,GA,Gathering,3631.05,New,100101323,2017-06-22T14:38:56.000Z,,,Canlin Energy Corporation,OGAA,GPSD,3631.04942546757
292716,000024362,2,GA,Gathering,3631.05,New,100101323,2017-06-22T14:38:56.000Z,,,Canlin Energy Corporation,OGAA,GPSD,3631.04942546757
292717,000024362,3,FG,Fuel Gas,3631.05,New,100101323,2017-06-22T14:38:56.000Z,,,Canlin Energy Corporation,OGAA,GPSD,3631.04942546757
292718,000024366,1,GA,Gathering,1520.55,Active,100101249,2017-02-22T11:01:16.000Z,,,Shell Canada Limited,OGAA,SNK,1520.55226596322
292719,000024366,2,GA,Gathering,1430.6,Active,100101249,2017-02-22T11:01:16.000Z,,,Shell Canada Limited,OGAA,SNK,1430.60283143111
292699,000024332,2,GA,Gathering,3335,Active,100101807,2017-04-25T14:57:57.000Z,,,Shell Canada Limited,OGAA,GPSD,3341.21861445427
292700,000024332,3,GA,Gathering,3335,Active,100101807,2017-04-25T14:57:57.000Z,,,Shell Canada Limited,OGAA,GPSD,3341.45125423527
292701,000024333,1,GA,Gathering,860,Active,100101852,2017-04-28T14:33:36.000Z,,,Venturion Oil Limited,OGAA,GPSD,859.041714632621
292720,000024367,1,GA,Gathering,1900,New,100101981,2017-08-18T15:28:36.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,1898.65327476058
292721,000024367,2,GA,Gathering,1900,Active,100101981,2017-08-18T15:28:36.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,1898.5152083608
292722,000024367,3,GA,Gathering,1900,New,100101981,2017-08-18T15:28:36.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,1898.79153054636
292723,000024367,4,GA,Gathering,3251,New,100101981,2017-08-18T15:28:36.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,3251.44072119756
292724,000024367,5,GA,Gathering,3251,Active,100101981,2017-08-18T15:28:36.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,3251.79795542853
292725,000024367,6,GA,Gathering,3252,New,100101981,2017-08-18T15:28:36.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,3252.15495305074
292726,000024367,7,GA,Gathering,3252,New,100101981,2017-08-18T15:28:36.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,3252.51229598163
292727,000024376,1,GA,Gathering,703,Active,100102009,2017-03-22T16:36:09.000Z,,,Encana Corporation,OGAA,SNK,703.588894377014
292728,000024376,2,FL,Flow,725,Active,100102009,2017-03-22T16:36:09.000Z,,,Encana Corporation,OGAA,SNK,724.615028098142
292729,000024376,3,FL,Flow,722,Active,100102009,2017-03-22T16:36:09.000Z,,,Encana Corporation,OGAA,SNK,721.749892783984
292730,000024376,4,FG,Fuel Gas,704,New,100102009,2017-03-22T16:36:09.000Z,,,Encana Corporation,OGAA,SNK,703.999820035553
292731,000024377,1,GA,Gathering,1862,Active,100102019,2017-06-07T14:39:38.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,1861.39081583039
292732,000024377,2,GA,Gathering,2592,Active,100102019,2017-06-07T14:39:38.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,2591.83442932861
292733,000024377,3,GA,Gathering,2592,Active,100102019,2017-06-07T14:39:38.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,2591.83442932861
292734,000024381,1,TR,Transmission,382,New,100100195,2017-04-03T11:15:55.000Z,,,Vancouver Airport Fuel Facilities Corporation,OGAA,CGWC,183.896331180341
292735,000024381,2,TR,Transmission,380,New,100100195,2017-04-03T11:15:55.000Z,,,Vancouver Airport Fuel Facilities Corporation,OGAA,CGWC,185.899467380626
292736,000024381,3,TR,Transmission,12919,New,100100195,2017-04-03T11:15:55.000Z,,,Vancouver Airport Fuel Facilities Corporation,OGAA,CGWC,12919.0030299833
292737,000024381,4,TR,Transmission,382,New,100100195,2017-04-03T11:15:55.000Z,,,Vancouver Airport Fuel Facilities Corporation,OGAA,CGWC,183.896331180341
292738,000024381,5,TR,Transmission,13079,New,100100195,2017-04-03T11:15:55.000Z,,,Vancouver Airport Fuel Facilities Corporation,OGAA,CGWC,12282.8866194732
292739,000024386,1,IN,Injection,892,Active,100101702,2017-04-26T13:46:59.000Z,,,Whitecap Resources Inc.,OGAA,GPSD,817.1077266732
