OBJECTID,PROJECT_NUMBER,SEGMENT_NUMBER,LINE_TYPE,LINE_TYPE_DESC,PHYSICAL_PIPE_LENGTH,STATUS,APPLICATION_DETERMINATION_NUM,ACTIVITY_APPROVAL_DATE,ACTIVITY_CANCEL_DATE,LEGACY_OGC_FILE_NUMBER,PROPONENT,AUTHORITY_TYPE,DATA_SOURCE,SHAPELEN
292740,000024386,2,IN,Injection,892,Active,100101702,2017-04-26T13:46:59.000Z,,,Whitecap Resources Inc.,OGAA,GPSD,890.169133359482
292741,000024390,1,GA,Gathering,1611,New,100101996,2017-09-06T11:47:36.000Z,,,Kelt Exploration (LNG) Ltd.,OGAA,GPSD,1608.75908429164
292742,000024390,2,FG,Fuel Gas,1611,New,100101996,2017-09-06T11:47:36.000Z,,,Kelt Exploration (LNG) Ltd.,OGAA,GPSD,1608.82781829933
292743,000024390,3,GA,Gathering,1629,New,100101996,2017-09-06T11:47:36.000Z,,,Kelt Exploration (LNG) Ltd.,OGAA,GPSD,1626.91108639176
292744,000024391,1,GA,Gathering,2083,Active,100101928,2017-04-24T15:56:38.000Z,,,Shell Canada Limited,OGAA,GPSD,2083.13518276068
292745,000024392,1,FG,Fuel Gas,91,Active,100102064,2017-08-24T14:30:56.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,90.4976425074156
292746,000024393,1,GA,Gathering,1593,New,100102084,2017-07-26T08:20:39.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,1592.39247585434
292747,000024395,1,GA,Gathering,2315,Active,100100572,2017-03-08T10:31:40.000Z,,,Shell Canada Limited,OGAA,GPSD,2311.23557604294
292748,000024395,2,GA,Gathering,2315,Active,100100572,2017-03-08T10:31:40.000Z,,,Shell Canada Limited,OGAA,GPSD,2298.40722328158
292749,000024402,1,GA,Gathering,432,Active,100101174,2017-03-17T16:02:17.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,431.143161169184
292750,000024405,1,GA,Gathering,2053,Active,100101582,2017-03-28T14:01:20.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,2052.26394323574
292751,000024405,2,FG,Fuel Gas,2053,New,100101582,2017-03-28T14:01:20.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,2052.26394323574
292752,000024409,1,GA,Gathering,2518,Active,100102030,2017-06-02T13:00:03.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,2515.25661116893
292753,000024409,2,GA,Gathering,2518,Active,100102030,2017-06-02T13:00:03.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,2515.27828848245
292754,000024409,3,FG,Fuel Gas,2518,Active,100102030,2017-06-02T13:00:03.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,2515.23475855503
292755,000024410,1,GA,Gathering,647,New,100101841,2017-08-08T13:19:07.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,647.130520032249
292756,000024410,2,GA,Gathering,647,New,100101841,2017-08-08T13:19:07.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,647.13376855679
292757,000024411,1,IM,Intermediate,8067,New,100102185,2017-05-25T16:25:37.000Z,,,Altagas Holdings Inc.,OGAA,GPSD,8064.94957852955
292758,000024412,1,GA,Gathering,3362.96,New,100101993,2017-06-22T10:59:49.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,3363.4422490962
292759,000024412,2,GA,Gathering,2093.54,New,100101993,2017-06-22T10:59:49.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,2092.24405328305
292760,000024414,1,GA,Gathering,1185,New,100101267,2017-05-23T15:58:19.000Z,,,Storm Resources Ltd.,OGAA,GPSD,1182.13241232885
292761,000024419,1,GA,Gathering,1437,New,100102306,2017-07-19T15:41:48.000Z,,,Encana Corporation,OGAA,SNK,1436.88121086358
292762,000024419,2,FG,Fuel Gas,1436,New,100102306,2017-07-19T15:41:48.000Z,,,Encana Corporation,OGAA,SNK,1436.2685796191
292763,000024421,1,GA,Gathering,294,New,100102038,2017-07-12T15:38:39.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,293.686153051895
292764,000024422,1,GA,Gathering,4210.27,New,100102150,2017-04-06T11:40:41.000Z,,,Leucrotta Exploration Inc.,OGAA,CGWC,4204.90198343988
292765,000024425,1,FG,Fuel Gas,1281,New,100101858,2017-04-06T09:21:06.000Z,,,Encana Corporation,OGAA,SNK,1280.34555929
292766,000024425,2,FL,Flow,1291,New,100101858,2017-04-06T09:21:06.000Z,,,Encana Corporation,OGAA,SNK,1290.86908226601
292767,000024425,3,FL,Flow,1290,New,100101858,2017-04-06T09:21:06.000Z,,,Encana Corporation,OGAA,SNK,1289.68604097111
292768,000024429,1,FL,Flow,1524,Active,100102358,2017-05-05T15:47:26.000Z,,,Encana Corporation,OGAA,SNK,1520.33722856611
292769,000024430,1,GA,Gathering,1539,Active,100101715,2017-04-21T11:45:55.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,1539.40477447742
292770,000024430,2,GA,Gathering,1539,Active,100101715,2017-04-21T11:45:55.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,1539.36648150113
292771,000024430,3,FG,Fuel Gas,1539,Active,100101715,2017-04-21T11:45:55.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,1539.44331481155
292772,000024430,4,GA,Gathering,262,Active,100101715,2017-04-21T11:45:55.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,261.830685092399
292773,000024432,1,GA,Gathering,847,New,100102375,2017-06-22T13:22:37.000Z,,,Whitecap Resources Inc.,OGAA,GPSD,847.168684224085
292776,000024437,2,FG,Fuel Gas,900.21,New,100102304,2017-11-09T12:44:18.000Z,,,Leucrotta Exploration Inc.,OGAA,CGWC,901.171874510835
292777,000024438,1,TR,Transmission,3674.21,Active,100102025,2017-05-05T13:00:32.000Z,,,Pengrowth Energy Corporation,OGAA,CGWC,3605.77951308527
292778,000024438,2,GA,Gathering,1881.45,New,100102025,2017-05-05T13:00:32.000Z,,,Pengrowth Energy Corporation,OGAA,CGWC,1878.99097312465
292779,000024438,3,GA,Gathering,1881.45,New,100102025,2017-05-05T13:00:32.000Z,,,Pengrowth Energy Corporation,OGAA,CGWC,1878.99097312465
292780,000024442,1,GA,Gathering,3236,Active,100102469,2018-03-01T11:59:30.000Z,,,Shell Canada Limited,OGAA,GPSD,3230.89465491382
292781,000024444,1,GA,Gathering,2170,Active,100102496,2017-06-14T13:13:25.000Z,,,Tourmaline Oil Corp.,OGAA,SNK,2160.22876935561
292782,000024444,2,GA,Gathering,2170,Active,100102496,2017-06-14T13:13:25.000Z,,,Tourmaline Oil Corp.,OGAA,SNK,2158.28554040838
292783,000024444,3,FG,Fuel Gas,2170,Active,100102496,2017-06-14T13:13:25.000Z,,,Tourmaline Oil Corp.,OGAA,SNK,2156.34248115208
292784,000024451,1,IN,Injection,237.77,New,100102518,2018-03-05T14:50:34.000Z,,,Tervita Corporation,OGAA,CGWC,237.885247217137
292785,000024452,1,GA,Gathering,81,Active,100102252,2017-05-17T11:00:18.000Z,,,Kelt Exploration (LNG) Ltd.,OGAA,SNK,80.2486596950212
292786,000024452,2,GA,Gathering,109,Active,100102252,2017-05-17T11:00:18.000Z,,,Kelt Exploration (LNG) Ltd.,OGAA,SNK,108.207145673096
292787,000024452,3,GA,Gathering,600,Active,100102252,2017-05-17T11:00:18.000Z,,,Kelt Exploration (LNG) Ltd.,OGAA,SNK,599.18995130805
292788,000024452,4,FG,Fuel Gas,545,Active,100102252,2017-05-17T11:00:18.000Z,,,Kelt Exploration (LNG) Ltd.,OGAA,SNK,544.553856479625
292789,000024453,1,GA,Gathering,1002.06,New,100102352,2017-06-05T14:05:42.000Z,,,Leucrotta Exploration Inc.,OGAA,CGWC,1002.292773403
292790,000024453,2,GA,Gathering,1002.06,New,100102352,2017-06-05T14:05:42.000Z,,,Leucrotta Exploration Inc.,OGAA,CGWC,1002.292773403
292791,000024457,1,IN,Injection,2597,Active,100102550,2006-08-15T00:00:00.000Z,,9624782,Catapult Environmental Inc.,OGAA,GPSD,2610.84118387991
292792,000024458,1,TR,Transmission,9.27,Active,100084644,1957-06-01T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,9.27076181389642
292793,000024470,1,IN,Injection,849,New,100101809,2017-05-09T10:45:25.000Z,,,Whitecap Resources Inc.,OGAA,GPSD,849.747680744934
292794,000024472,1,GA,Gathering,847,Active,100101590,2017-05-31T16:17:06.000Z,,,Encana Corporation,OGAA,SNK,846.211083467953
292795,000024472,2,GA,Gathering,844,Active,100101590,2017-05-31T16:17:06.000Z,,,Encana Corporation,OGAA,SNK,842.439226763736
292796,000024472,3,FG,Fuel Gas,843,Active,100101590,2017-05-31T16:17:06.000Z,,,Encana Corporation,OGAA,SNK,841.699475762452
292774,000024432,2,IN,Injection,850,New,100102375,2017-06-22T13:22:37.000Z,,,Whitecap Resources Inc.,OGAA,GPSD,850.32937221014
292775,000024437,1,GA,Gathering,900.21,New,100102304,2017-11-09T12:44:18.000Z,,,Leucrotta Exploration Inc.,OGAA,CGWC,901.171874510835
292797,000024472,4,FL,Flow,835,Active,100101590,2017-05-31T16:17:06.000Z,,,Encana Corporation,OGAA,SNK,833.982771137853
292798,000024472,5,FL,Flow,833,Active,100101590,2017-05-31T16:17:06.000Z,,,Encana Corporation,OGAA,SNK,832.23654694463
292799,000024486,1,GA,Gathering,1579,New,100101986,2017-08-16T15:43:39.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,1578.99588133865
292800,000024486,2,GA,Gathering,1579,New,100101986,2017-08-16T15:43:39.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,1578.98831786229
292801,000024486,3,GA,Gathering,1579,New,100101986,2017-08-16T15:43:39.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,1579.00377414713
292802,000024486,4,GA,Gathering,172,New,100101986,2017-08-16T15:43:39.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,172.224115602437
292803,000024486,5,GA,Gathering,172,New,100101986,2017-08-16T15:43:39.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,172.172463597155
292804,000024486,6,GA,Gathering,173,New,100101986,2017-08-16T15:43:39.000Z,,,Painted Pony Energy Ltd.,OGAA,GPSD,172.275583635912
292805,000024490,1,GA,Gathering,2969,Active,100102023,2017-07-05T09:50:27.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,2969.64757684534
292806,000024490,2,GA,Gathering,2968,Active,100102023,2017-07-05T09:50:27.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,2968.2824728124
292807,000024490,3,FG,Fuel Gas,2971,Active,100102023,2017-07-05T09:50:27.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,2971.01411482751
292808,000024490,4,GA,Gathering,145,Active,100102023,2017-11-07T15:07:48.000Z,,,Canbriam Energy Inc.,OGAA,SNK,144.230851380567
292809,000024494,1,GA,Gathering,11168.75,Active,100102143,2017-06-07T11:09:17.000Z,,,Encana Corporation,OGAA,CGWC,11168.2773660007
292810,000024499,1,GA,Gathering,1728,Active,100102745,2017-12-14T11:53:07.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,1726.89448386289
292811,000024499,2,GA,Gathering,1725,Active,100102745,2017-12-14T11:53:07.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,1730.36377025378
292812,000024499,3,FG,Fuel Gas,1721,Active,100102745,2017-12-14T11:53:07.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,1723.39628277244
292813,000024502,1,GA,Gathering,1488,New,100102298,2017-08-04T11:56:22.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,1488.37319108683
292814,000024502,2,FG,Fuel Gas,1491,New,100102298,2017-08-04T11:56:22.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,1491.36729550379
292815,000024502,3,GA,Gathering,1492,New,100102298,2017-08-04T11:56:22.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,1492.86419893121
292816,000024503,1,GA,Gathering,4087,Active,100101603,2017-07-13T16:15:53.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,4091.57272100408
292820,000024506,3,FL,Flow,1013,New,100102655,2017-07-21T11:31:17.000Z,,,Tourmaline Oil Corp.,OGAA,SNK,1012.01594961502
292821,000024506,4,FG,Fuel Gas,1013,New,100102655,2017-07-21T11:31:17.000Z,,,Tourmaline Oil Corp.,OGAA,SNK,1011.9475323899
292822,000024506,5,GA,Gathering,1563.94,New,100102655,2017-07-21T11:31:17.000Z,,,Tourmaline Oil Corp.,OGAA,SNK,1562.09692709216
292823,000024506,6,FL,Flow,1563.94,New,100102655,2017-07-21T11:31:17.000Z,,,Tourmaline Oil Corp.,OGAA,SNK,1562.09699969503
292824,000024506,7,FG,Fuel Gas,1563.94,New,100102655,2017-07-21T11:31:17.000Z,,,Tourmaline Oil Corp.,OGAA,SNK,1562.09703367371
292825,000024506,8,GA,Gathering,546.35,New,100102655,2017-07-21T11:31:17.000Z,,,Tourmaline Oil Corp.,OGAA,SNK,546.131890457307
292826,000024506,9,FL,Flow,546.35,New,100102655,2017-07-21T11:31:17.000Z,,,Tourmaline Oil Corp.,OGAA,SNK,546.131904126737
292827,000024506,10,FG,Fuel Gas,546.35,New,100102655,2017-07-21T11:31:17.000Z,,,Tourmaline Oil Corp.,OGAA,SNK,546.131756444778
292828,000024507,1,GA,Gathering,2585,Active,100102417,2017-08-28T13:10:25.000Z,,,Crew Energy Inc.,OGAA,CGWC,2582.42926234111
292829,000024507,2,DI,Distribution,540,Active,100102417,2017-08-28T13:10:25.000Z,,,Crew Energy Inc.,OGAA,CGWC,539.029694477907
292830,000024508,1,GA,Gathering,6193,Active,100102558,2017-06-28T14:52:27.000Z,,,Todd Energy Canada Limited,OGAA,GPSD,6193.09836732804
292831,000024508,2,FL,Flow,6193,Active,100102558,2017-06-28T14:52:27.000Z,,,Todd Energy Canada Limited,OGAA,GPSD,6192.16655094745
292832,000024508,3,FG,Fuel Gas,6193.03,Active,100102558,2017-06-28T14:52:27.000Z,,,Todd Energy Canada Limited,OGAA,GPSD,6194.03020158059
292833,000024508,4,GA,Gathering,3230,Active,100102558,2017-06-28T14:52:27.000Z,,,Todd Energy Canada Limited,OGAA,GPSD,3229.51565378482
292834,000024508,5,FL,Flow,3230,Active,100102558,2017-06-28T14:52:27.000Z,,,Todd Energy Canada Limited,OGAA,GPSD,3229.49801364853
292835,000024508,6,FG,Fuel Gas,3233,Active,100102558,2017-06-28T14:52:27.000Z,,,Todd Energy Canada Limited,OGAA,GPSD,3229.52584875187
292836,000024509,1,GA,Gathering,6486,New,100102789,2017-11-06T09:43:28.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,6484.28450840646
292837,000024509,2,FG,Fuel Gas,4243.1,New,100102789,2017-11-06T09:43:28.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,4239.41363324405
292838,000024511,1,GA,Gathering,1950,New,100102852,2017-07-21T14:57:32.000Z,,,Crew Energy Inc.,OGAA,CGWC,1949.47294500824
292839,000024511,2,DI,Distribution,1951,New,100102852,2017-07-21T14:57:32.000Z,,,Crew Energy Inc.,OGAA,CGWC,1950.28733883046
292840,000024512,1,GA,Gathering,1655.05,Active,100102577,2017-10-04T10:24:34.000Z,,,Crew Energy Inc.,OGAA,CGWC,1654.58395987863
292841,000024512,2,DI,Distribution,391.19,Active,100102577,2017-10-04T10:24:34.000Z,,,Crew Energy Inc.,OGAA,CGWC,391.781675982824
292842,000024512,3,DI,Distribution,394.82,Active,100102577,2017-10-04T10:24:34.000Z,,,Crew Energy Inc.,OGAA,CGWC,395.421098588759
292843,000024515,1,IN,Injection,3952,Active,100102734,2017-06-02T14:27:24.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,3944.55457498392
292844,000024523,1,GA,Gathering,114,New,100102926,2017-11-22T11:51:54.000Z,,,Leucrotta Exploration Inc.,OGAA,GPSD,113.434872294744
292845,000024529,1,FL,Flow,1777.44,New,100102886,2017-08-21T10:51:50.000Z,,,Tourmaline Oil Corp.,OGAA,SNK,1777.01936535605
292846,000024529,2,FG,Fuel Gas,1777,New,100102886,2017-08-21T10:51:50.000Z,,,Tourmaline Oil Corp.,OGAA,SNK,1776.57984552215
292847,000024530,1,IN,Injection,89,Active,100102939,2017-09-14T11:25:35.000Z,,,Whitecap Resources Inc.,OGAA,GPSD,88.5040359945603
292848,000024531,1,IN,Injection,77,Active,100102940,2017-08-24T14:41:12.000Z,,,Whitecap Resources Inc.,OGAA,GPSD,76.4409600365164
292849,000024541,1,GA,Gathering,505,New,100102985,2017-08-10T13:39:43.000Z,,,Crew Energy Inc.,OGAA,CGWC,502.773084446215
292850,000024545,1,GA,Gathering,2680,New,100102439,2017-10-02T16:38:18.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,2676.76322525114
292851,000024545,2,GA,Gathering,2680,New,100102439,2017-10-02T16:38:18.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,2676.52678100281
292852,000024545,3,GA,Gathering,2680,New,100102439,2017-10-02T16:38:18.000Z,,,Tourmaline Oil Corp.,OGAA,GPSD,2676.29107823951
292853,000024546,1,GA,Gathering,3361,Active,100100570,2017-08-11T13:26:24.000Z,,,Black Swan Energy Ltd.,OGAA,GPSD,3361.28564224533
292854,000024546,2,FG,Fuel Gas,3360,Active,100100570,2017-08-11T13:26:24.000Z,,,Black Swan Energy Ltd.,OGAA,GPSD,3360.80270025571
292855,000024546,3,GA,Gathering,1201,Active,100100570,2017-08-11T13:26:24.000Z,,,Black Swan Energy Ltd.,OGAA,GPSD,1201.7572881842
292856,000024546,4,GA,Gathering,1201,Active,100100570,2017-08-11T13:26:24.000Z,,,Black Swan Energy Ltd.,OGAA,GPSD,1201.88277575009
292817,000024503,2,FG,Fuel Gas,4087,Active,100101603,2017-07-13T16:15:53.000Z,,,Canbriam Energy Inc.,OGAA,GPSD,4091.57263525216
292818,000024506,1,GA,Gathering,1013,New,100102655,2017-07-21T11:31:17.000Z,,,Tourmaline Oil Corp.,OGAA,SNK,1012.01603354541
292819,000024506,2,GA,Gathering,1013,New,100102655,2017-07-21T11:31:17.000Z,,,Tourmaline Oil Corp.,OGAA,SNK,1012.01610408534
292857,000024547,1,DI,Distribution,200,Active,100103013,2017-07-11T10:01:32.000Z,,,Crew Energy Inc.,OGAA,SNK,199.743053133948
292858,000024548,1,FL,Flow,177.46,Active,100103014,2017-07-11T13:19:06.000Z,,,Crew Energy Inc.,OGAA,SNK,177.482704242415
292859,000024548,2,DI,Distribution,180,Active,100103014,2017-07-11T13:19:06.000Z,,,Crew Energy Inc.,OGAA,SNK,177.372556153287
292185,000004075,1,TR,Transmission,11709.27,Active,100009234,1985-06-04T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,11709.274436958
292186,000004075,2,TR,Transmission,1377,Active,100009234,1985-06-04T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1375.96774721101
292187,000004075,3,TR,Transmission,17366,Active,100009234,1985-06-04T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,17237.5413377434
292188,000004075,4,TR,Transmission,179.85,New,100009234,2017-06-21T10:59:16.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,179.846313983849
292189,000004305,1,DI,Distribution,6314.14,Active,100009685,1986-08-08T00:00:00.000Z,,,Pacific Northern Gas Ltd.,OGAA,CGWC,6299.11752982233
292190,000004305,4,DI,Distribution,1102.9,Active,100009685,1986-08-08T00:00:00.000Z,,,Pacific Northern Gas Ltd.,OGAA,CGWC,1102.39847040984
292191,000004305,5,DI,Distribution,1222.38,Active,100009685,2017-11-20T15:20:32.000Z,,,Pacific Northern Gas Ltd.,OGAA,CGWC,1219.62029882569
292192,000004305,6,DI,Distribution,999.45,Active,100009685,2017-11-20T15:20:32.000Z,,,Pacific Northern Gas Ltd.,OGAA,CGWC,999.54783045315
292193,000004305,7,DI,Distribution,8629.29,Active,100009685,2017-11-20T15:20:32.000Z,,,Pacific Northern Gas Ltd.,OGAA,CGWC,8608.75387766189
292194,000004305,8,DI,Distribution,5890.36,Active,100009685,2017-11-20T15:20:32.000Z,,,Pacific Northern Gas Ltd.,OGAA,CGWC,5890.3608259106
292195,000004435,14,GA,Gathering,39130,Active,100009928,1987-07-27T00:00:00.000Z,,,Cenovus Energy Inc.,OGAA,CGWC,39101.8575839087
292196,000004533,1,GA,Gathering,2210,Deactivated,100010145,1988-02-11T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,2323.99598545768
292197,000004670,1,GA,Gathering,804.64,Active,100010379,1988-11-25T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,806.339934691644
292198,000004880,1,TR,Transmission,4073.19,Active,100011774,1990-02-12T00:00:00.000Z,,9709893,FortisBC Energy Inc.,OGAA,CGWC,4073.19070190273
292199,000004929,1,GA,Gathering,200,Active,100011813,1990-02-26T00:00:00.000Z,,,Ikkuma Resources Corp.,OGAA,CGWC,180.88763120803
292200,000005038,1,GA,Gathering,366,Active,100012221,1990-11-15T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,359.976578007912
292201,000005061,3,GA,Gathering,546,Active,100012096,1990-09-17T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,546.937859359686
292202,000005141,6,GA,Gathering,6065,Active,100012671,1991-02-13T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,ORTHO,6064.07323003722
292203,000005199,1,IM,Intermediate,4547,Active,100012737,1991-02-28T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,4563.53846894723
292204,000005199,2,IM,Intermediate,689.8,Active,100012737,2017-04-26T16:17:41.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,683.09561838231
292205,000005201,2,IM,Intermediate,5611,Active,100012813,1991-03-21T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,5604.37518268629
292206,000005208,1,IM,Intermediate,3816.05,Active,100012841,1991-04-24T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,3816.04505441604
292207,000005208,2,IM,Intermediate,3343.28,Active,100012841,1991-04-24T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,3343.27739899493
292208,000005208,3,IM,Intermediate,1539.71,Active,100012841,1991-04-24T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1539.7095561019
292209,000005208,4,IM,Intermediate,190.05,Active,100012841,2017-06-02T11:18:45.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,185.050516351754
292210,000005472,1,TR,Transmission,1983,Active,100013681,1992-09-02T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1982.95202025996
292211,000005472,2,TR,Transmission,5062,Active,100013681,1992-09-02T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,5061.27660821126
292212,000005472,3,TR,Transmission,2387,Active,100013681,1992-09-02T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,2388.36813061814
292213,000005472,4,TR,Transmission,1.13,Active,100013681,2017-09-14T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1.1256260847929
292214,000005472,5,TR,Transmission,837.87,Active,100013681,2017-09-14T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,838.053271130016
292215,000005472,6,TR,Transmission,2022.68,Active,100013681,2017-09-14T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,2023.77782617811
292216,000005472,7,TR,Transmission,1118.41,Active,100013681,2017-09-14T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,1118.71750448002
292217,000005472,8,TR,Transmission,4.96,Active,100013681,2017-09-14T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,4.9547336739728
292218,000005520,1,GA,Gathering,2490,Active,100013700,1992-09-18T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,2517.35075938503
292219,000005520,3,GA,Gathering,3130,Active,100013700,2017-11-03T09:45:00.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,3124.93643833836
292220,000005616,2,FL,Flow,649.11,Active,100014006,1993-01-19T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,648.695970142644
292221,000005767,3,GA,Gathering,1125,Abandoned,100014644,1993-09-14T00:00:00.000Z,,,Cenovus Energy Inc.,OGAA,ORTHO,663.507932074591
292222,000005767,5,GA,Gathering,461.35,Abandoned,100014644,2017-05-18T16:08:30.000Z,,,Cenovus Energy Inc.,OGAA,ORTHO,462.091096993388
292223,000005971,2,GA,Gathering,1640,Active,100015740,1994-03-14T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,1637.66540957128
292224,000005971,3,GA,Gathering,1604,Active,100015740,1994-03-14T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,CGWC,1603.99401092029
292225,000006284,2,GA,Gathering,3079.53,Active,100016701,1994-11-23T00:00:00.000Z,,,Enerplus Corporation,OGAA,SNK,3079.52647371909
292226,000006284,4,GA,Gathering,2624.65,Active,100016701,1994-11-23T00:00:00.000Z,,,Enerplus Corporation,OGAA,SNK,2624.64759343272
292227,000006381,2,IN,Injection,1500,Active,100017314,1995-02-07T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,1350.76634186435
292228,000006456,4,GA,Gathering,3010.5,Active,100017605,1995-03-19T00:00:00.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,2926.78105031939
292229,000006456,5,GA,Gathering,1211,Active,100017605,2017-08-16T16:00:49.000Z,,,Canadian Natural Resources Limited,OGAA,GPSD,1210.83980951833
292230,000006471,1,GA,Gathering,1000,Active,100017639,1995-03-31T00:00:00.000Z,,,Ikkuma Resources Corp.,OGAA,CGWC,864.638459377888
292231,000006478,1,IM,Intermediate,79.71,Active,100017651,1995-04-10T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,79.6684841178594
292232,000006478,2,IM,Intermediate,79.71,New,100017651,2017-05-09T14:24:24.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,79.6684841178594
292233,000006609,1,TR,Transmission,640,Active,100018024,1995-10-12T00:00:00.000Z,,,FortisBC Energy Inc.,OGAA,CGWC,640.695705412821
292234,000006957,12,IN,Injection,3275,Active,100019492,1996-11-05T00:00:00.000Z,,,Shell Canada Limited,OGAA,GPSD,2884.71265995511
292235,000007023,1,GA,Gathering,7474,Active,100019986,1997-01-10T00:00:00.000Z,,,Enerplus Corporation,OGAA,GPSND,7507.59313290612
292236,000007023,3,GA,Gathering,5194.02,Active,100019986,1997-01-10T00:00:00.000Z,,,Enerplus Corporation,OGAA,SNK,5194.020339381
292237,000007023,4,GA,Gathering,228.55,Abandoned,100019986,2017-02-02T13:18:23.000Z,,,Enerplus Corporation,OGAA,GPSND,228.546022059073
292238,000007025,1,FL,Flow,1135,Active,100019988,1997-01-10T00:00:00.000Z,,,Enerplus Corporation,OGAA,SNK,1143.14137907781
292239,000007025,2,FL,Flow,2685,Active,100019988,1997-01-10T00:00:00.000Z,,,Enerplus Corporation,OGAA,SNK,2631.10266375534
292240,000007025,3,FL,Flow,3225,Active,100019988,1997-01-10T00:00:00.000Z,,,Enerplus Corporation,OGAA,SNK,3215.52994121567
292241,000007025,4,FL,Flow,304,Active,100019988,1997-01-10T00:00:00.000Z,,,Enerplus Corporation,OGAA,SNK,343.630028334774
292242,000007025,7,FL,Flow,1648,Active,100019988,1997-01-10T00:00:00.000Z,,,Enerplus Corporation,OGAA,SNK,1596.49658334334
292243,000007025,8,FL,Flow,3884,Active,100019988,1997-01-10T00:00:00.000Z,,,Enerplus Corporation,OGAA,SNK,3755.58969319158
